"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463858680.00564";"около 4 тысяч";"73";"чистое зло!";"913";"388";"2 года 7 месяцев";"около 199 тысяч";"175";"14 / 8";"10402";"23561";"0";"8520";"0";"9218";"5682";"11"
"1463862529.79938";"около 4 тысяч";"73";"чистое зло!";"913";"388";"2 года 7 месяцев";"около 199 тысяч";"175";"14 / 8";"10403";"23561";"0";"8536";"0";"9230";"5684";"11"
"1463905714.51264";"около 4 тысяч";"73";"чистое зло";"913";"388";"2 года 7 месяцев";"около 199 тысяч";"175";"14 / 8";"10402";"23561";"0";"8467";"0";"9150";"5657";"50"
"1463948925.12301";"около 4 тысяч";"73";"чистое зло";"913";"388";"2 года 7 месяцев";"около 199 тысяч";"175";"14 / 8";"10403";"23561";"0";"8545";"0";"9252";"5693";"273"
"1463992111.69831";"ни одного";"73";"чистое зло";"913";"388";"2 года 7 месяцев";"около 199 тысяч";"176";"14 / 8";"10405";"23561";"0";"8447";"0";"9257";"5668";"341"
