"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856175.75933";"около 2 тысяч";"75";"абсолютное добро";"806";"396";"31";"0";"0";"0"
"1463860039.71161";"около 2 тысяч";"75";"абсолютное добро";"806";"396";"31";"0";"0";"0"
"1463903225.5807";"около 10 тысяч";"75";"абсолютное добро";"807";"396";"31";"0";"0";"0"
"1463946432.72631";"около 7 тысяч";"75";"абсолютное добро";"808";"396";"31";"0";"0";"0"
"1463989624.95653";"около 6 тысяч";"75";"абсолютное добро";"810";"396";"31";"0";"0";"0"
"1464032830.08532";"около 4 тысяч";"75";"абсолютное добро";"810";"396";"31";"0";"0";"0"
"1464076026.67035";"около 7 тысяч";"75";"добродетельный";"812";"396";"31";"0";"0";"0"
"1464119225.39331";"около 5 тысяч";"75";"абсолютное добро";"812";"396";"31";"0";"0";"0"
"1464162424.75835";"около 10 тысяч";"75";"добродетельный";"814";"396";"31";"0";"0";"0"
"1464205629.14441";"около 9 тысяч";"75";"абсолютное добро";"814";"396";"31";"0";"0";"0"
"1464248824.02049";"около 11 тысяч";"75";"абсолютное добро";"815";"396";"31";"0";"0";"0"
"1464292029.21897";"около 11 тысяч";"75";"абсолютное добро";"816";"396";"31";"0";"0";"0"
"1464335228.78789";"около сотни";"75";"абсолютное добро";"817";"396";"31";"0";"0";"0"
