"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"p.gladiatorship";"p.taming";"p.alignment"
"1463858628.81168";"около 3 тысяч";"48";"добродушный";"11";"288";"0";"0";"0"
"1463862478.38847";"около 3 тысяч";"48";"добродушный";"11";"288";"0";"0";"0"
"1463905663.43554";"около 3 тысяч";"48";"добродушный";"11";"288";"0";"0";"0"
"1463948873.79678";"около 3 тысяч";"48";"добродушный";"11";"288";"0";"0";"0"
"1463992060.57518";"около 3 тысяч";"48";"добродушный";"11";"288";"0";"0";"0"
