"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856968.14858";"около 13 тысяч";"70";"озлобленный";"836";"376";"17";"0";"0";"0"
"1463860827.35614";"около 13 тысяч";"70";"озлобленный";"836";"376";"17";"0";"0";"0"
"1463904011.67112";"около 4 тысяч";"70";"озлобленный";"837";"376";"17";"0";"0";"0"
"1463947219.81479";"около 8 тысяч";"70";"озлобленный";"837";"376";"17";"0";"0";"0"
"1463990412.7588";"около 4 тысяч";"70";"озлобленный";"837";"376";"17";"0";"0";"0"
"1464033619.23826";"около 12 тысяч";"70";"озлобленный";"838";"376";"17";"0";"0";"0"
"1464076813.3785";"около 7 тысяч";"70";"озлобленный";"838";"376";"17";"0";"0";"0"
"1464120012.42554";"около 7 тысяч";"70";"озлобленный";"840";"376";"17";"0";"0";"0"
"1464163211.31062";"около 7 тысяч";"70";"озлобленный";"840";"376";"17";"0";"0";"0"
"1464206417.03555";"около 7 тысяч";"70";"озлобленный";"840";"376";"17";"0";"0";"0"
"1464249611.09796";"около 5 тысяч";"70";"озлобленный";"842";"376";"17";"0";"0";"0"
"1464292823.37933";"около 9 тысяч";"70";"озлобленный";"842";"376";"17";"0";"0";"0"
"1464336021.76624";"около 7 десятков";"70";"агрессивный";"843";"376";"17";"0";"0";"0"
