"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856549.93404";"около 4 тысяч";"43";"недовольный";"8";"268";"15";"0";"0";"0"
"1463860409.4285";"около 4 тысяч";"43";"недовольный";"8";"268";"15";"0";"0";"0"
"1463903594.18858";"около 3 тысяч";"43";"недовольный";"9";"268";"15";"0";"0";"0"
"1463946801.94391";"около 14 тысяч";"44";"недовольный";"12";"272";"15";"0";"0";"0"
"1463989993.85256";"около 3 тысяч";"44";"недовольный";"12";"272";"15";"0";"0";"0"
"1464033200.7626";"около 2 тысяч";"44";"недовольный";"13";"272";"15";"0";"0";"0"
"1464076395.61836";"около 4 тысяч";"44";"недовольный";"14";"272";"15";"0";"0";"0"
"1464119594.30915";"около 4 тысяч";"44";"недовольный";"14";"272";"15";"0";"0";"0"
"1464162793.54054";"около 3 тысяч";"44";"недовольный";"16";"272";"15";"0";"0";"0"
"1464205999.11221";"около 7 сотен";"44";"недовольный";"16";"272";"15";"0";"0";"0"
"1464249193.20353";"около 7 сотен";"44";"недовольный";"16";"272";"15";"0";"0";"0"
"1464292398.6387";"около 4 тысяч";"44";"нейтральный";"19";"272";"16";"0";"0";"0"
"1464335604.08992";"около 3 тысяч";"44";"нейтральный";"20";"272";"16";"0";"0";"0"
