"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463857009.28059";"около 4 тысяч";"71";"нейтральный";"829";"380";"";"0";"0";"0"
"1463860868.59248";"около 4 тысяч";"71";"нейтральный";"829";"380";"";"0";"0";"0"
"1463904052.75982";"около 4 тысяч";"71";"нейтральный";"829";"380";"";"0";"0";"0"
"1463947261.08582";"около 4 тысяч";"71";"нейтральный";"829";"380";"";"0";"0";"0"
"1463990453.86646";"около 4 тысяч";"71";"нейтральный";"829";"380";"";"0";"0";"0"
"1464033660.52041";"ни одного";"71";"нейтральный";"830";"380";"";"0";"0";"0"
"1464076854.52947";"ни одного";"71";"нейтральный";"830";"380";"";"0";"0";"0"
"1464120053.79779";"около 7 тысяч";"71";"нейтральный";"832";"380";"";"0";"0";"0"
"1464163252.43073";"около 7 тысяч";"71";"нейтральный";"832";"380";"";"0";"0";"0"
"1464206458.47159";"около 2 тысяч";"71";"нейтральный";"833";"380";"";"0";"0";"0"
"1464249652.44233";"около 2 тысяч";"71";"нейтральный";"833";"380";"";"0";"0";"0"
"1464292864.91267";"около 3 тысяч";"71";"нейтральный";"835";"380";"";"0";"0";"0"
"1464336063.10782";"около 3 тысяч";"71";"нейтральный";"835";"380";"";"0";"0";"0"
