"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"age";"monsters_killed";"deaths";"arena_score";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463856139.68782";"около тысячи";"52";"нейтральный";"14";"304";"4";"2 года 6 месяцев";"около 69 тысяч";"119";"2 / 3";"37035";"0";"16924";"21867";"35317";"18420";"0"
"1463860003.70829";"около тысячи";"52";"нейтральный";"14";"304";"4";"2 года 6 месяцев";"около 69 тысяч";"119";"2 / 3";"37035";"0";"16940";"21891";"35363";"18433";"0"
"1463903189.62407";"около 2 тысяч";"52";"нейтральный";"14";"304";"4";"2 года 6 месяцев";"около 69 тысяч";"119";"2 / 3";"37035";"0";"16732";"21495";"34785";"18237";"0"
"1463946396.67851";"около тысячи";"52";"нейтральный";"16";"304";"4";"2 года 6 месяцев";"около 69 тысяч";"119";"2 / 3";"37035";"0";"16888";"21719";"35269";"18447";"0"
"1463989588.94365";"около 4 тысяч";"52";"нейтральный";"16";"304";"4";"2 года 6 месяцев";"около 70 тысяч";"119";"2 / 3";"37035";"0";"16587";"21422";"34690";"18230";"0"
"1464032794.07339";"около 17 сотен";"52";"нейтральный";"17";"304";"4";"2 года 6 месяцев";"около 70 тысяч";"119";"2 / 3";"37035";"0";"16799";"21667";"35144";"18430";"0"
"1464075990.6601";"около 2 тысяч";"52";"нейтральный";"17";"304";"4";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16545";"21371";"34795";"18228";"0"
"1464119189.38846";"около 18 сотен";"52";"нейтральный";"18";"304";"5";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16715";"20861";"35331";"18465";"0"
"1464162388.75368";"около 2 тысяч";"52";"нейтральный";"19";"304";"5";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16414";"20479";"34701";"18212";"0"
"1464205593.1177";"около 2 тысяч";"52";"нейтральный";"19";"304";"5";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16661";"20711";"35292";"18466";"0"
"1464248788.02729";"около 3 тысяч";"52";"нейтральный";"21";"304";"5";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16412";"20392";"34614";"18141";"0"
"1464291993.2113";"около 3 тысяч";"52";"нейтральный";"23";"304";"5";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16550";"20551";"35088";"18359";"0"
"1464335192.80934";"около 5 тысяч";"52";"нейтральный";"23";"304";"5";"2 года 6 месяцев";"около 70 тысяч";"120";"2 / 3";"37035";"0";"16333";"20233";"34537";"18110";"0"
