"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"age";"monsters_killed";"deaths";"arena_score";"p.might";"p.templehood";"p.gladiatorship";"p.mastery";"p.taming";"p.survival";"p.savings";"p.alignment"
"1463853845.85701";"около 5 тысяч";"82";"нейтральный";"818";"424";"5 лет 7 месяцев";"около 246 тысяч";"168";"112 / 56";"5462";"3859";"4670";"3434";"0";"4918";"5040";"0"
"1463857701.89644";"около 5 тысяч";"82";"нейтральный";"818";"424";"5 лет 7 месяцев";"около 246 тысяч";"168";"112 / 56";"5462";"3859";"4670";"3438";"0";"4920";"5041";"0"
"1463900899.55344";"около 6 тысяч";"82";"нейтральный";"818";"424";"1";"5 лет 7 месяцев";"около 246 тысяч";"168";"112 / 56";"5459";"3859";"4671";"3419";"24001";"4883";"5017";"0"
"1463944102.72975";"около 11 тысяч";"82";"нейтральный";"819";"424";"2";"5 лет 7 месяцев";"около 246 тысяч";"168";"112 / 56";"5458";"3859";"4675";"3448";"24070";"4909";"5035";"0"
"1463987299.85735";"около 5 тысяч";"82";"нейтральный";"820";"424";"2";"5 лет 7 месяцев";"около 246 тысяч";"168";"112 / 56";"5447";"3859";"4677";"3429";"23719";"4850";"5012";"0"
"1464030501.28266";"около 5 тысяч";"82";"нейтральный";"820";"424";"2";"5 лет 7 месяцев";"около 246 тысяч";"168";"112 / 56";"5451";"3859";"4679";"3456";"23935";"4890";"5047";"0"
"1464073700.05919";"около 11 тысяч";"82";"нейтральный";"822";"424";"3";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5445";"3859";"4680";"3439";"22963";"4840";"5002";"0"
"1464116900.14892";"около 10 тысяч";"82";"нейтральный";"821";"424";"3";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5443";"3859";"4680";"3462";"23256";"4884";"5020";"0"
"1464160099.80448";"около 10 тысяч";"82";"нейтральный";"821";"424";"3";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5447";"3859";"4679";"3434";"22824";"4844";"4993";"0"
"1464203298.84925";"около 10 тысяч";"82";"нейтральный";"821";"424";"3";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5448";"3859";"4680";"3452";"23113";"4890";"5027";"0"
"1464246499.54332";"около 10 тысяч";"82";"нейтральный";"821";"424";"3";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5450";"3859";"4680";"3439";"22706";"4820";"5004";"0"
"1464289699.68181";"около 10 тысяч";"82";"нейтральный";"821";"424";"3";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5458";"3859";"4681";"3474";"22891";"4880";"5048";"0"
"1464332900.10351";"около 5 тысяч";"82";"нейтральный";"823";"424";"4";"5 лет 7 месяцев";"около 247 тысяч";"168";"112 / 56";"5424";"3859";"4681";"3450";"21940";"4802";"5017";"0"
