"time";"gold_approx";"level";"alignment";"wood_cnt";"health";"pet_level";"p.gladiatorship";"p.taming";"p.alignment"
"1463856108.76152";"ни одного";"51";"агрессивный";"10";"300";"12";"0";"0";"0"
"1463859972.84182";"ни одного";"51";"агрессивный";"10";"300";"12";"0";"0";"0"
"1463903158.73783";"ни одного";"51";"агрессивный";"10";"300";"12";"0";"0";"0"
"1463946365.81234";"около 3 тысяч";"51";"агрессивный";"10";"300";"12";"0";"0";"0"
"1463989558.06258";"около 6 тысяч";"51";"агрессивный";"11";"300";"12";"0";"0";"0"
"1464032762.91678";"около 3 тысяч";"51";"агрессивный";"10";"300";"12";"0";"0";"0"
"1464075959.77706";"около 5 тысяч";"52";"озлобленный";"11";"304";"12";"0";"0";"0"
"1464119158.47723";"около 3 тысяч";"52";"озлобленный";"12";"304";"12";"0";"0";"0"
"1464162357.92005";"около 10 тысяч";"52";"озлобленный";"13";"304";"12";"0";"0";"0"
"1464205562.2768";"около 4 тысяч";"52";"озлобленный";"15";"304";"12";"0";"0";"0"
"1464248757.14703";"около 3 тысяч";"52";"озлобленный";"15";"304";"12";"0";"0";"0"
"1464291962.28358";"около 4 тысяч";"52";"озлобленный";"16";"304";"12";"0";"0";"0"
"1464335161.97121";"около 5 тысяч";"52";"озлобленный";"17";"304";"12";"0";"0";"0"
